size,red, green, blue, H, S, V, r, rg, most_red, least_red, most_yellow, 1_g_r, 1_rg_r, 1_gb_r, 1_rgb_r, 1_r_rg, 1_g_rg, 1_gb_rb, 1_rgb_rb, 1_r_rgb, 1_gb_rgb
9500,132.48,59.28,33.46,10.06,193.02,132.5,39.74,158.3,126,-249,301,0.447463768,1.447463768,0.700030193,1.700030193,0.690863579,0.309136421,0.558876702,1.357237556,0.588224847,0.411775153
9604,139.79,64.37,33.91,9.45,194.72,139.8,41.51,170.25,124,-247,314,0.460476429,1.460476429,0.703054582,1.703054582,0.684708072,0.315291928,0.565803109,1.370581462,0.587180241,0.412819759
9434,155.45,94.54,48.05,12.83,180.84,155.45,12.86,201.94,111,-244,318,0.60816983,1.60816983,0.917272435,1.917272435,0.621824873,0.378175127,0.700687961,1.464570025,0.521574285,0.478425715
8830,152.99,105.26,55.94,16.8,163.9,153.03,-8.21,202.31,100,-245,343,0.688018825,1.688018825,1.053663638,2.053663638,0.592410455,0.407589545,0.77155028,1.503805102,0.486934657,0.513065343
9379,135.5,67.75,35.32,10.56,189.51,135.51,32.43,167.93,115,-251,321,0.5,1.5,0.760664207,1.760664207,0.666666667,0.333333333,0.603383679,1.396616321,0.567967473,0.432032527
9505,153.2,93.92,48.76,13.82,176.33,153.22,10.52,198.36,110,-249,321,0.61305483,1.61305483,0.931331593,1.931331593,0.619941729,0.380058271,0.70647653,1.465042583,0.517777477,0.482222523
9367,154.2,103.73,55.66,15.34,165.57,154.21,-5.19,202.27,107,-241,312,0.672697795,1.672697795,1.033657588,2.033657588,0.597836622,0.402163378,0.759506338,1.494281902,0.491724864,0.508275136
9321,150.39,87.09,45.22,12.65,177.56,150.39,18.08,192.26,122,-246,326,0.579094355,1.579094355,0.879779241,1.879779241,0.633274381,0.366725619,0.676396912,1.445222637,0.531977361,0.468022639
9241,151.93,90.31,46.12,13.42,179.96,151.93,15.5,196.12,109,-236,312,0.594418482,1.594418482,0.897979333,1.897979333,0.627187913,0.372812087,0.688866448,1.455995961,0.526876127,0.473123873
9270,131.91,55.53,28.95,8.35,198.91,131.92,47.43,158.49,120,-252,291,0.420968842,1.420968842,0.640436661,1.640436661,0.703745198,0.296254802,0.525177173,1.345207012,0.609593789,0.390406211
9114,156.85,90.32,46.37,13.54,181.44,156.86,20.16,200.8,114,-246,328,0.575836787,1.575836787,0.871469557,1.871469557,0.634583485,0.365416515,0.672620805,1.444444444,0.534339443,0.465660557
9402,168.84,122.76,70.07,16,151.75,168.84,-23.99,221.53,75,-237,329,0.727078891,1.727078891,1.142087183,2.142087183,0.579012346,0.420987654,0.807124022,1.513833661,0.466834407,0.533165593
9164,154.82,110.68,60.14,16.14,163.87,154.83,-16,205.36,83,-243,327,0.714894716,1.714894716,1.103345821,2.103345821,0.583126177,0.416873823,0.794659472,1.514886491,0.475432993,0.524567007
9205,148.07,98.98,50.77,15.85,171.94,148.08,-1.68,196.28,106,-246,319,0.668467617,1.668467617,1.011345985,2.011345985,0.599352358,0.400647642,0.753118085,1.497787166,0.497179504,0.502820496
9681,140.84,75.02,34.39,12.93,192.6,140.86,31.43,181.47,126,-252,306,0.532661176,1.532661176,0.776838966,1.776838966,0.652459928,0.347540072,0.624379387,1.428123038,0.562797203,0.437202797
9768,143.25,80.24,38.49,13.33,189.98,143.27,24.52,185,113,-250,323,0.560139616,1.560139616,0.828830716,1.828830716,0.640968276,0.359031724,0.653295917,1.441509849,0.546797465,0.453202535
9303,165.51,130.16,71.45,18.5,147.42,165.52,-36.1,224.22,81,-236,331,0.786417739,1.786417739,1.218113709,2.218113709,0.559779484,0.440220516,0.850818704,1.54929102,0.450833515,0.549166485
8418,143.51,111.8,64.51,21.61,139.38,143.71,-32.8,190.8,78,-237,315,0.779039788,1.779039788,1.228555501,2.228555501,0.562100975,0.437899025,0.847562734,1.537448322,0.448721156,0.551278844
9240,150.42,99.59,58.23,14.24,158.55,150.5,-7.4,191.78,110,-246,318,0.662079511,1.662079511,1.049195586,2.049195586,0.601655934,0.398344066,0.756386293,1.477306494,0.487996366,0.512003634
9553,151.66,111.78,62.51,17.57,151.75,151.72,-22.63,200.93,90,-242,325,0.737043387,1.737043387,1.14921535,2.14921535,0.575690859,0.424309141,0.813792781,1.521921838,0.465286087,0.534713913
8933,157.41,122.35,70.75,18.18,142.07,157.43,-35.69,209.01,70,-244,332,0.777269551,1.777269551,1.226732736,2.226732736,0.562660852,0.437339148,0.846335905,1.536246494,0.449088471,0.550911529
9406,143.03,97.7,58.39,14.08,153.31,143.04,-13.06,182.34,90,-248,332,0.683073481,1.683073481,1.091309515,2.091309515,0.594151124,0.405848876,0.77494787,1.485056102,0.478169297,0.521830703
9571,150.6,90.02,54.45,12.16,164.35,150.61,6.13,186.17,94,-245,310,0.597742364,1.597742364,0.959296149,1.959296149,0.625883135,0.374116865,0.704559863,1.439014874,0.510387366,0.489612634
8956,145.75,77.34,43.68,12.49,179.93,145.83,24.73,179.41,114,-251,283,0.530634648,1.530634648,0.830325901,1.830325901,0.653323771,0.346676229,0.63886396,1.408277464,0.546350789,0.453649211
9749,155.76,99.11,54.05,13.98,169.56,155.8,2.6,200.82,96,-237,317,0.636299435,1.636299435,0.983307653,1.983307653,0.611135088,0.388864912,0.729993804,1.472379772,0.504208209,0.495791791
8937,153.86,108.28,62.9,15.71,153.1,153.88,-17.32,199.24,85,-242,321,0.703756662,1.703756662,1.112569869,2.112569869,0.586938277,0.413061723,0.789721351,1.49953866,0.473357125,0.526642875
9324,154.78,106.48,58.6,15.29,159.94,154.79,-10.3,202.66,93,-244,306,0.687944179,1.687944179,1.066546065,2.066546065,0.592436653,0.407563347,0.773643266,1.49901584,0.483899206,0.516100794
9665,161.82,106.92,57.35,14.88,164.95,161.83,-2.45,211.39,94,-246,312,0.660734149,1.660734149,1.015140279,2.015140279,0.602143336,0.397856664,0.749509513,1.487840489,0.496243368,0.503756632
8822,152.74,96.92,53.24,14.43,166.71,152.75,2.58,196.42,119,-240,300,0.63454236,1.63454236,0.98310855,1.98310855,0.611792037,0.388207963,0.729002816,1.47053112,0.504258831,0.495741169
9316,162.24,108.68,60.06,14.85,162.57,162.25,-6.5,210.86,131,-233,313,0.669871795,1.669871795,1.040064103,2.040064103,0.598848369,0.401151631,0.759064327,1.488888889,0.490180676,0.509819324
9051,132.14,60.46,45.61,18.84,173.88,132.15,26.07,146.99,122,-255,298,0.457545028,1.457545028,0.802709248,1.802709248,0.686085151,0.313914849,0.59673699,1.340140647,0.554720625,0.445279375
8530,146.16,71.37,51.65,16.95,163.92,146.19,23.14,165.88,114,-253,289,0.488300493,1.488300493,0.84168035,1.84168035,0.671907323,0.328092677,0.621909914,1.360800768,0.542982391,0.457017609
9017,130.45,61.96,45.48,16.75,167.45,130.48,23.01,146.93,118,-252,275,0.474971253,1.474971253,0.823610579,1.823610579,0.677979315,0.322020685,0.610697436,1.352185528,0.548362689,0.451637311
8778,129.64,63.38,48.8,14.1,161.14,129.66,17.46,144.22,118,-247,298,0.488892317,1.488892317,0.865319346,1.865319346,0.671640245,0.328359755,0.628670702,1.355189419,0.536101232,0.463898768
8976,125.9,58.6,44.7,13.54,165.15,125.91,22.6,139.8,117,-250,306,0.465448769,1.465448769,0.820492454,1.820492454,0.682384824,0.317615176,0.605509965,1.343493552,0.54930192,0.45069808
9025,120.64,48.9,40.28,14.24,173.06,120.65,31.46,129.26,124,-253,304,0.405338196,1.405338196,0.739224138,1.739224138,0.71157249,0.28842751,0.554188417,1.303877703,0.574969021,0.425030979
8506,125.4,45.19,37.09,24.54,181.62,125.41,43.12,133.5,124,-250,273,0.360366826,1.360366826,0.656140351,1.656140351,0.735095844,0.264904156,0.506369623,1.278109422,0.603813559,0.396186441
8873,148.81,73.12,51.04,12.36,165.12,148.83,24.65,170.89,116,-240,287,0.491364828,1.491364828,0.83435253,1.83435253,0.670526743,0.329473257,0.621265949,1.365874406,0.545151482,0.454848518
8884,129.24,61.41,45.38,8.58,167.86,129.25,22.45,145.27,108,-248,291,0.475162488,1.475162488,0.82629217,1.82629217,0.677891424,0.322108576,0.611556523,1.351677929,0.547557514,0.452442486
8920,125.95,58.21,44.58,10.94,168.28,125.96,23.16,139.58,107,-248,273,0.462167527,1.462167527,0.816117507,1.816117507,0.68391616,0.31608384,0.602767841,1.341347563,0.550625164,0.449374836
9078,133.9,57.85,43.78,12.29,171.77,133.91,32.27,147.97,119,-247,277,0.432038835,1.432038835,0.758999253,1.758999253,0.698305085,0.301694915,0.571983341,1.325585322,0.568505074,0.431494926
8999,128.33,51.89,40.85,19.94,175.34,128.34,35.59,139.37,123,-249,260,0.404348165,1.404348165,0.722668121,1.722668121,0.712074132,0.287925868,0.548173543,1.306714742,0.580494866,0.419505134
9118,138.16,61.22,43.88,21.8,175.66,138.16,33.06,155.5,117,-250,307,0.443109438,1.443109438,0.760712218,1.760712218,0.692948139,0.307051861,0.577345638,1.336299714,0.567951986,0.432048014
8993,147.93,73.72,52.33,9.78,163.61,147.93,21.88,169.32,111,-251,284,0.498343811,1.498343811,0.852092206,1.852092206,0.667403564,0.332596436,0.629431739,1.368121442,0.539929922,0.460070078
9617,127.69,46.12,35.96,32.55,187.66,127.71,45.61,137.85,130,-253,281,0.36118725,1.36118725,0.642806798,1.642806798,0.734652782,0.265347218,0.501558203,1.281820959,0.608714306,0.391285694
9133,124.64,56.11,37.5,22.56,181.9,124.66,31.03,143.25,109,-251,283,0.450176508,1.450176508,0.751043004,1.751043004,0.689571231,0.310428769,0.57734057,1.346058961,0.571088202,0.428911798
9305,128.76,46.85,29.82,19.98,193.77,128.78,52.09,145.79,136,-249,310,0.363855235,1.363855235,0.595448897,1.595448897,0.733215648,0.266784352,0.483478371,1.295434481,0.626782846,0.373217154
9453,114.92,40.62,34.87,38.38,182.55,114.93,39.43,120.67,137,-254,300,0.353463279,1.353463279,0.656891751,1.656891751,0.738845313,0.261154687,0.503972228,1.271179652,0.60353973,0.39646027
9293,118.53,37.29,31.01,39.45,190.63,118.56,50.23,124.81,137,-253,287,0.314603898,1.314603898,0.576225428,1.576225428,0.760685406,0.239314594,0.456733984,1.249364718,0.634427019,0.365572981
9406,118.21,40.68,28.79,19.8,193.1,118.23,48.74,130.1,134,-250,266,0.344133322,1.344133322,0.587682937,1.587682937,0.743973818,0.256026182,0.472585034,1.276734694,0.629848679,0.370151321
9238,126.34,47.21,32.6,16.49,193.28,126.36,46.53,140.95,126,-249,288,0.373674212,1.373674212,0.631708089,1.631708089,0.727974647,0.272025353,0.502139172,1.297030326,0.612854717,0.387145283
8781,140.4,55.7,27.76,13.66,201.3,140.4,56.94,168.34,139,-241,342,0.396723647,1.396723647,0.594444444,1.594444444,0.715961244,0.284038756,0.496313035,1.33123216,0.6271777,0.3728223
9115,123.7,36.14,29.88,24.99,196.96,123.7,57.68,129.96,139,-248,266,0.292158448,1.292158448,0.53371059,1.53371059,0.773898899,0.226101101,0.429873681,1.235317099,0.652013494,0.347986506
8698,110.97,32.93,30.26,53.79,190.93,111.01,47.78,113.64,134,-253,256,0.296746869,1.296746869,0.56943318,1.56943318,0.771160528,0.228839472,0.447426184,1.233165758,0.637172715,0.362827285
9406,116.02,38.81,31.48,36.45,192.35,116.05,45.73,123.35,133,-246,268,0.334511291,1.334511291,0.60584382,1.60584382,0.749337984,0.250662016,0.476542373,1.263118644,0.622725565,0.377274435
9445,122.69,43.48,28.1,15.67,198.12,122.7,51.11,138.07,131,-250,272,0.354389111,1.354389111,0.583421632,1.583421632,0.738340254,0.261659746,0.474699914,1.288348034,0.631543728,0.368456272
9212,128.02,50.95,30.51,14.47,194.73,128.03,46.56,148.46,129,-246,282,0.39798469,1.39798469,0.636306827,1.636306827,0.715315416,0.284684584,0.51384596,1.321390273,0.611132328,0.388867672
9567,128.39,44.06,28.88,19.11,197.14,128.4,55.45,143.57,139,-254,286,0.343173144,1.343173144,0.568112781,1.568112781,0.744505654,0.255494346,0.463788389,1.280155147,0.637709234,0.362290766
9284,151.72,81.82,45.82,10.28,181.31,151.72,24.08,187.72,117,-245,309,0.53928289,1.53928289,0.841286581,1.841286581,0.649653164,0.350346836,0.646147616,1.414194594,0.543098511,0.456901489
8519,141.68,86.42,51.46,16.69,163.97,141.7,3.8,176.64,109,-249,313,0.609966121,1.609966121,0.973178995,1.973178995,0.621131083,0.378868917,0.7138863,1.447447447,0.506796394,0.493203606
9160,126.87,59.05,38.66,16.76,178.02,126.89,29.16,147.26,125,-258,332,0.465437062,1.465437062,0.77015843,1.77015843,0.682390275,0.317609725,0.590285749,1.356732919,0.564921186,0.435078814
9205,131.22,61.45,36.57,17.48,183.42,131.26,33.2,156.1,122,-252,290,0.468297516,1.468297516,0.746989788,1.746989788,0.681060881,0.318939119,0.584182609,1.366231599,0.572413191,0.427586809
9287,143.29,86.62,48.12,13.85,170.55,143.3,8.55,181.79,108,-246,327,0.60450834,1.60450834,0.940330798,1.940330798,0.623243878,0.376756122,0.703933964,1.45253644,0.515376039,0.484623961
9369,133.18,65.47,39.57,11.9,181.16,133.19,28.14,159.08,117,-248,302,0.491590329,1.491590329,0.788707013,1.788707013,0.670425371,0.329574629,0.60804631,1.378986975,0.559063051,0.440936949
9298,142.76,62.67,34.79,13.17,194.22,142.76,45.3,170.64,117,-250,286,0.438988512,1.438988512,0.682684225,1.682684225,0.69493258,0.30506742,0.548915798,1.352970994,0.594288569,0.405711431
8872,116.05,37.51,26.73,6.77,197.99,116.05,51.81,126.83,123,-253,282,0.323222749,1.323222749,0.553554502,1.553554502,0.755730659,0.244269341,0.449922958,1.262711864,0.643685174,0.356314826
9200,143.95,70.1,40.8,13.56,182.59,143.96,33.05,173.25,120,-247,317,0.486974644,1.486974644,0.770406391,1.770406391,0.672506424,0.327493576,0.600270636,1.379431664,0.564842064,0.435157936
9113,162.21,93.2,46.62,12.28,181.76,162.21,22.39,208.79,111,-236,344,0.574563837,1.574563837,0.861969052,1.861969052,0.635096511,0.364903489,0.669539817,1.44629603,0.537065854,0.462934146
8991,143.63,82.4,44.63,12.41,179.85,143.64,16.6,181.4,112,-239,320,0.573696303,1.573696303,0.884425259,1.884425259,0.635446622,0.364553378,0.674758313,1.437692553,0.53066578,0.46933422
8911,140.2,72.24,40.04,14,183.52,140.21,27.92,172.4,118,-249,296,0.515263909,1.515263909,0.80085592,1.80085592,0.659951045,0.340048955,0.622947182,1.400798935,0.555291508,0.444708492
9213,128.97,56.71,32.04,15.96,192.87,128.98,40.22,153.64,129,-252,293,0.439714662,1.439714662,0.68814453,1.68814453,0.694582077,0.305417923,0.551208,1.352214148,0.592366342,0.407633658
9249,140.58,68.85,36.36,17.47,188.68,140.6,35.37,173.07,129,-248,297,0.489756722,1.489756722,0.748399488,1.748399488,0.671250537,0.328749463,0.594608342,1.389114954,0.571951666,0.428048334
9500,159.16,105.42,58.34,14.44,165.61,159.17,-4.6,206.24,108,-245,321,0.66235235,1.66235235,1.028901734,2.028901734,0.601557185,0.398442815,0.75291954,1.484689655,0.492877493,0.507122507
8780,148.5,103.86,58.13,15.36,156.05,148.55,-13.49,194.23,93,-247,313,0.699393939,1.699393939,1.090841751,2.090841751,0.588445078,0.411554922,0.783961671,1.502637565,0.478276273,0.521723727
9232,150.84,100.34,56.72,14.48,160.76,150.85,-6.22,194.46,102,-250,301,0.665208168,1.665208168,1.041235746,2.041235746,0.60052552,0.39947448,0.756696859,1.483426479,0.489899318,0.510100682
9351,146.21,89.33,49.93,13.11,169.72,146.21,6.95,185.61,104,-250,310,0.610970522,1.610970522,0.952465632,1.952465632,0.620743823,0.379256177,0.710003059,1.455439992,0.512172908,0.487827092
9500,143.06,84.54,48.44,13.02,170.46,143.07,10.08,179.16,111,-248,306,0.590940864,1.590940864,0.929540053,1.929540053,0.628558875,0.371441125,0.694412533,1.441462141,0.518258223,0.481741777
9438,150.6,107.4,60.93,16.24,153.61,150.61,-17.73,197.07,87,-250,324,0.71314741,1.71314741,1.117729084,2.117729084,0.58372093,0.41627907,0.795773649,1.5077294,0.472203932,0.527796068
9367,161.27,115.66,65.53,16.22,154.34,161.28,-19.92,211.4,90,-246,323,0.717182365,1.717182365,1.123519563,2.123519563,0.58234933,0.41765067,0.798897707,1.509964727,0.470916311,0.529083689
9231,161.35,115.76,63.34,16.33,156.65,161.37,-17.75,213.77,83,-235,310,0.717446545,1.717446545,1.110009297,2.110009297,0.582259752,0.417740248,0.797098224,1.515198718,0.473931561,0.526068439
9159,155.64,99.22,54.66,13.73,168.14,155.64,1.76,200.2,89,-248,310,0.637496787,1.637496787,0.988691853,1.988691853,0.610688221,0.389311779,0.731716595,1.471802187,0.502843112,0.497156888
9291,150.73,81.66,44.42,11.28,180.29,150.74,24.65,187.97,117,-247,303,0.541763418,1.541763418,0.836462549,1.836462549,0.648607944,0.351392056,0.646067128,1.418447348,0.544525126,0.455474874
9270,149.42,94.25,48.52,14.18,173.7,149.45,6.65,195.15,113,-241,325,0.63077232,1.63077232,0.955494579,1.955494579,0.613206386,0.386793614,0.721279176,1.47615439,0.511379582,0.488620418
9092,141.97,87.66,45.61,14,176.06,141.99,8.7,184.02,100,-245,301,0.617454392,1.617454392,0.938719448,1.938719448,0.618255454,0.381744546,0.710470199,1.46732061,0.515804389,0.484195611
9398,153.86,110.93,58.48,16.24,164.04,153.87,-15.55,206.31,74,-244,325,0.720980112,1.720980112,1.101065904,2.101065904,0.58106424,0.41893576,0.797824244,1.522416879,0.475948897,0.524051103
9398,155.29,112.45,58.24,16.79,164.35,155.32,-15.4,209.5,91,-238,339,0.724129049,1.724129049,1.099169296,2.099169296,0.580002988,0.419997012,0.799372454,1.526623894,0.476378919,0.523621081
9643,154.29,97.71,54.02,14.57,167.63,154.29,2.56,197.98,102,-227,339,0.633287964,1.633287964,0.983407868,1.983407868,0.612261905,0.387738095,0.728385579,1.469060535,0.504182733,0.495817267
8402,156.44,108.77,66.69,13.48,145.39,156.45,-19.02,198.52,83,-245,302,0.695282536,1.695282536,1.121580159,2.121580159,0.589872177,0.410127823,0.786357729,1.48747367,0.471346791,0.528653209
9417,150.17,96.03,53.51,13.66,162.87,150.17,0.63,192.69,105,-240,320,0.639475261,1.639475261,0.995804755,1.995804755,0.609951259,0.390048741,0.734190888,1.471474863,0.501051016,0.498948984
9443,138.95,80.06,48.24,11.46,166.04,138.95,10.65,170.77,112,-228,325,0.576178481,1.576178481,0.923353724,1.923353724,0.634445916,0.365554084,0.685399861,1.427693787,0.519925164,0.480074836
9868,139.45,78.5,46.19,12.43,169.84,139.45,14.76,171.76,113,-241,313,0.56292578,1.56292578,0.894155611,1.894155611,0.639825648,0.360174352,0.671676363,1.422861452,0.527939729,0.472060271
9409,145.47,97.55,56.72,14.23,153.3,145.47,-8.8,186.3,96,-241,310,0.670585,1.670585,1.060493573,2.060493573,0.598592708,0.401407292,0.762995203,1.482466986,0.485320611,0.514679389
9854,151.88,104.55,59.67,14.74,157.87,151.89,-12.34,196.76,84,-237,320,0.688372399,1.688372399,1.081248354,2.081248354,0.592286394,0.407713606,0.776270385,1.494209407,0.48048086,0.51951914
9958,147.83,82.57,51.52,10.2,169,147.84,13.74,178.88,106,-233,293,0.55854698,1.55854698,0.907055401,1.907055401,0.641623264,0.358376736,0.672636067,1.414196137,0.524368615,0.475631385
9955,139.76,67.85,39.61,9.82,182.74,139.76,32.3,168,120,-241,296,0.4854751,1.4854751,0.768889525,1.768889525,0.673185299,0.326814701,0.599096839,1.378268384,0.56532643,0.43467357
9834,141.85,73.56,41.58,10.72,181.47,141.86,26.71,173.83,115,-248,296,0.518575961,1.518575961,0.811702503,1.811702503,0.658511675,0.341488325,0.627705392,1.401024914,0.551967003,0.448032997
9376,152.78,92.21,50.81,14.1,171.59,152.79,9.76,194.18,119,-244,323,0.603547585,1.603547585,0.936117293,1.936117293,0.623617291,0.376382709,0.702490299,1.452920084,0.516497634,0.483502366
9514,162.25,111.82,61.72,14.89,161.39,162.26,-11.29,212.35,95,-240,323,0.689183359,1.689183359,1.069583975,2.069583975,0.592002043,0.407997957,0.774835916,1.499263294,0.483188898,0.516811102
9106,153.72,94.7,52.65,12.96,167.9,153.74,6.37,195.77,109,-245,301,0.616055165,1.616055165,0.95856102,1.95856102,0.618790758,0.381209242,0.714008819,1.458884528,0.510578935,0.489421065
9682,150.73,83.61,46.44,12.14,176.83,150.74,20.68,187.9,119,-241,310,0.554700458,1.554700458,0.862801035,1.862801035,0.643210719,0.356789281,0.659583101,1.424050312,0.536825985,0.463174015
9598,152.2,91.98,59.79,14.46,157.91,152.21,0.43,184.39,102,-233,317,0.604336399,1.604336399,0.99717477,1.99717477,0.623310672,0.376689328,0.715929997,1.433888391,0.500707307,0.499292693
8752,131.43,67.84,49.68,23.75,157.76,131.46,13.91,149.59,115,-249,287,0.516168303,1.516168303,0.894164194,1.894164194,0.659557384,0.340442616,0.648887416,1.374578985,0.527937337,0.472062663
9304,133.47,74,49.63,13.71,161.21,133.49,9.84,157.84,115,-249,308,0.554431707,1.554431707,0.926275568,1.926275568,0.643321926,0.356678074,0.675204806,1.404150737,0.519136523,0.480863477
9506,133.91,72.85,48.56,14.93,161.09,133.92,12.5,158.2,110,-243,299,0.544022104,1.544022104,0.906653723,1.906653723,0.647659122,0.352340878,0.66536965,1.399243711,0.524479085,0.475520915
9492,132.67,71.41,51.55,9.95,159.18,132.68,9.71,152.53,109,-249,305,0.538252808,1.538252808,0.926810884,1.926810884,0.650088201,0.349911799,0.667462816,1.38763435,0.518992294,0.481007706
9754,129.33,73.35,50.28,13.82,159.45,129.35,5.7,152.4,102,-236,327,0.567153793,1.567153793,0.955926699,1.955926699,0.638099467,0.361900533,0.688324704,1.408384834,0.511266603,0.488733397
9648,121.05,52.2,39.55,12.76,179.2,121.06,29.3,133.7,110,-247,279,0.431226766,1.431226766,0.75795126,1.75795126,0.698701299,0.301298701,0.571295143,1.325031133,0.568843985,0.431156015
9091,116.23,49.67,37.45,18.26,176.01,116.24,29.11,128.45,113,-238,283,0.427342338,1.427342338,0.749548309,1.749548309,0.700602773,0.299397227,0.566892244,1.32320406,0.5715761,0.4284239
9408,130.21,59.79,41.07,14.37,181.65,130.23,29.35,148.93,115,-238,312,0.459181322,1.459181322,0.774594885,1.774594885,0.685315789,0.314684211,0.588860346,1.349077534,0.563508893,0.436491107
9177,118.08,48.32,36.13,8.45,182.76,118.08,33.63,130.27,120,-245,287,0.409214092,1.409214092,0.715193089,1.715193089,0.709615385,0.290384615,0.547629855,1.313338953,0.583024737,0.416975263
8953,128.67,59.25,39.69,17.48,177.64,128.68,29.73,148.23,122,-243,290,0.460480298,1.460480298,0.76894381,1.76894381,0.684706258,0.315293742,0.58766928,1.351924448,0.565309081,0.434690919
9607,122.24,50.1,34.42,13.39,185.5,122.25,37.72,137.92,119,-249,281,0.409849476,1.409849476,0.691426702,1.691426702,0.709295579,0.290704421,0.53951232,1.319800843,0.59121687,0.40878313
9500,121.83,48.68,34.16,18.28,186.46,121.84,38.99,136.35,123,-249,277,0.399573176,1.399573176,0.679963884,1.679963884,0.714503548,0.285496452,0.531059683,1.312071287,0.595250892,0.404749108
9724,133.16,54.34,35.26,13.06,187.3,133.17,43.56,152.24,126,-246,269,0.408080505,1.408080505,0.672874737,1.672874737,0.710186667,0.289813333,0.532003325,1.322645767,0.597773388,0.402226612
9834,151.62,92.63,43.49,13,184.16,151.62,15.5,200.76,100,-242,322,0.610935233,1.610935233,0.897770743,1.897770743,0.620757421,0.379242579,0.697657732,1.474757829,0.526934038,0.473065962
9191,139.8,93.99,48.62,15.04,167.53,139.81,-2.81,185.17,85,-247,311,0.672317597,1.672317597,1.020100143,2.020100143,0.597972539,0.402027461,0.756872943,1.498832396,0.495024964,0.504975036
9567,141.34,80.7,42.4,11.43,180.14,141.34,18.24,179.64,108,-248,302,0.570963634,1.570963634,0.870949484,1.870949484,0.636551973,0.363448027,0.669968434,1.439207576,0.534487975,0.465512025
9785,137.27,85.54,42.24,14.04,177.73,137.28,9.49,180.57,95,-249,318,0.623151453,1.623151453,0.930866176,1.930866176,0.616085454,0.383914546,0.711826639,1.476519414,0.517902283,0.482097717
9568,142.84,87.68,46.65,12.64,172.59,142.85,8.51,183.87,92,-250,322,0.61383366,1.61383366,0.940422851,1.940422851,0.619642547,0.380357453,0.708902844,1.462715711,0.515351589,0.484648411
9590,140.38,85.68,44.83,12.73,174.61,140.39,9.87,181.23,96,-243,316,0.610343354,1.610343354,0.929690839,1.929690839,0.620985579,0.379014421,0.704659576,1.46261001,0.518217727,0.481782273
9650,144.9,80.56,42.26,11.2,183.95,144.9,22.08,183.2,98,-249,314,0.555969634,1.555969634,0.847619048,1.847619048,0.642686064,0.357313936,0.656229964,1.430433853,0.541237113,0.458762887
9214,130.48,62.76,33.28,9,192.74,130.49,34.44,159.96,107,-251,279,0.480993256,1.480993256,0.736051502,1.736051502,0.675222521,0.324777479,0.586468002,1.383243771,0.576019778,0.423980222
9652,143.36,80.15,40.07,11.69,185.83,143.37,23.14,183.44,101,-247,314,0.559082031,1.559082031,0.83858817,1.83858817,0.641403069,0.358596931,0.65539988,1.436951426,0.543895591,0.456104409
9479,141.38,79.13,38.87,11.69,187.39,141.38,23.38,181.64,100,-247,304,0.55969727,1.55969727,0.834630075,1.834630075,0.641150061,0.358849939,0.654646325,1.439001387,0.545069011,0.454930989
9478,144.53,90.04,42.23,14.13,180.4,144.53,12.26,192.34,98,-245,313,0.622984847,1.622984847,0.91517332,1.91517332,0.616148698,0.383851302,0.708235168,1.482116085,0.522145954,0.477854046
9751,141.38,84.12,39.06,13.35,184.94,141.38,18.2,186.44,109,-245,328,0.59499222,1.59499222,0.871268921,1.871268921,0.626962306,0.373037694,0.682664598,1.466193749,0.534396734,0.465603266
9643,141.68,83.31,39.68,13.42,184.45,141.69,18.69,185.31,104,-247,315,0.588015246,1.588015246,0.868083004,1.868083004,0.629716876,0.370283124,0.678153948,1.459362594,0.53530812,0.46469188
9782,144.95,90.85,43.02,14.36,181.36,144.95,11.08,192.78,93,-243,324,0.626767851,1.626767851,0.923559848,1.923559848,0.614715861,0.385284139,0.712188115,1.483321807,0.51986945,0.48013055
8808,168.49,121.65,71.64,15.03,149.07,168.5,-24.8,218.5,78,-242,342,0.722001306,1.722001306,1.147189744,2.147189744,0.580719653,0.419280347,0.804938991,1.506600591,0.465725026,0.534274974
8348,141.41,89.51,50.74,12.39,163.28,141.43,1.16,180.18,88,-247,308,0.632982109,1.632982109,0.991796903,1.991796903,0.612376581,0.387623419,0.729898517,1.465833984,0.50205922,0.49794078
8835,156.88,107.53,62.38,14.02,157,156.89,-13.03,202.03,90,-237,324,0.685428353,1.685428353,1.083057114,2.083057114,0.593320979,0.406679021,0.774924747,1.49042233,0.480063649,0.519936351
8909,152,102.01,59.78,12.99,158.9,152,-9.79,194.23,85,-232,327,0.671118421,1.671118421,1.064407895,2.064407895,0.598401638,0.401598362,0.763953159,1.481679101,0.484400395,0.515599605
8831,151.93,102.15,59.36,13.29,159.71,151.94,-9.58,194.72,91,-235,318,0.672349108,1.672349108,1.063055354,2.063055354,0.597961272,0.402038728,0.76439964,1.483458753,0.484717968,0.515282032
8907,153.1,97.18,58.4,11.56,161.25,153.1,-2.48,191.88,99,-242,331,0.63474853,1.63474853,1.016198563,2.016198563,0.611714879,0.388285121,0.735602837,1.459479905,0.495982895,0.504017105
9095,139.75,69.31,42.69,8.21,181.7,139.75,27.75,166.37,120,-243,281,0.495957066,1.495957066,0.801431127,1.801431127,0.668468382,0.331531618,0.61390046,1.379905722,0.555114201,0.444885799
9009,149.41,82.42,47.09,10.12,178.46,149.41,19.9,184.74,106,-241,301,0.551636437,1.551636437,0.866809451,1.866809451,0.64448087,0.35551913,0.659083969,1.419440204,0.535673311,0.464326689
